case,workers,binary,sha256,round,rows,groups,cold_ms,peak_rss_kib,result_sha256,warm_median_ms,warm_1_ms,warm_2_ms,warm_3_ms,warm_4_ms,warm_5_ms
extrema-i16,8,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,2.086,142952,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,1.90926,1.86531,1.90926,1.90711,1.91446,1.93456
extrema-i16,16,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,4.00246,521792,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,4.68394,4.68394,5.11797,4.56625,3.93047,5.26844
extrema-i16,16,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.34213,225132,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,1.41208,1.29081,1.30374,1.51365,1.56082,1.41208
extrema-i16,default,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,4.40969,788788,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,7.14008,5.58003,7.14008,5.59483,8.07779,11.4438
extrema-i16,default,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.09236,347924,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,0.898898,0.898898,0.950776,0.881793,0.890838,0.941293
sum-i32,1,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,2.88167,71012,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,2.74592,2.73498,2.73214,2.75758,2.75346,2.74592
sum-i32,1,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.86791,70916,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.69419,1.72918,1.69419,1.69984,1.68206,1.68109
sum-i32,2,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,2.10598,95908,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.79,1.79,2.1591,1.74042,1.86512,1.71671
sum-i32,2,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.26256,81484,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.12289,1.13623,1.12925,1.11939,1.12289,1.1172
sum-i32,4,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,2.14902,126220,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.54273,2.22347,1.54273,1.58564,1.21995,1.38908
sum-i32,4,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.52026,101844,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.41931,1.36022,1.35901,1.44123,1.41931,1.85309
sum-i32,8,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,3.17427,200368,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,3.55899,4.3805,3.06307,3.74775,2.93948,3.55899
sum-i32,8,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,2.31471,161556,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.1077,1.12382,1.1077,1.11467,1.09533,1.09382
sum-i32,16,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,4.95902,347860,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,5.45707,5.71295,4.40496,5.63328,4.11182,5.45707
sum-i32,16,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.0332,225164,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,0.877543,0.893425,0.776848,0.915086,0.877543,0.864
sum-i32,default,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,4.21954,747880,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,5.05723,5.05723,4.11742,6.54461,5.71183,4.5997
sum-i32,default,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,0.773389,348668,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,0.633517,0.731906,0.671649,0.633517,0.602312,0.630896
extrema-i32,1,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,3.83955,71292,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,3.70808,3.6211,3.71087,3.74143,3.70808,3.70338
extrema-i32,1,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,2.9813,71212,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,2.75414,2.77207,2.78026,2.72367,2.73333,2.75414
extrema-i32,2,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,2.72761,104104,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,2.72257,2.97785,2.72257,2.47591,2.84472,2.61447
extrema-i32,2,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.98594,81540,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,1.83091,1.83242,1.83091,1.83172,1.82626,1.83024
extrema-i32,4,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,2.23503,169680,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,2.33657,2.33657,2.72419,2.05254,2.34131,2.06144
extrema-i32,4,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,2.47832,101908,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,1.26274,2.30101,2.34428,1.24463,1.23061,1.26274
extrema-i32,8,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,3.05416,301020,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,3.44323,3.61815,3.18637,4.30708,3.44323,2.99451
extrema-i32,8,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.76638,142964,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,1.71234,1.74748,1.4407,1.62862,1.71234,1.76693
extrema-i32,16,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,3.98146,524540,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,4.71344,4.71344,5.61069,4.4217,4.1958,5.50827
extrema-i32,16,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.47876,225084,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,1.22097,1.23759,1.1688,1.11739,1.22097,1.23839
extrema-i32,default,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,4.78081,790660,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,6.97303,5.40454,6.97303,4.89004,7.00367,8.38284
extrema-i32,default,current,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,1,1000000,65536,1.12598,348192,4898738f30509da2f14fee436fc21c3382e34c12d831b3de2f193a08af899061,0.898904,0.962722,0.910816,0.882919,0.895498,0.898904
sum-i64,1,baseline,f9ed90d41e7bff92707a796e4677772351a23e53a6e148cf831a3feb92ae880e,1,1000000,65536,2.87089,71284,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,2.77038,2.75185,2.88294,2.79721,2.77038,2.72137
