case,workers,binary,sha256,round,rows,groups,cold_ms,peak_rss_kib,result_sha256,warm_median_ms,warm_1_ms,warm_2_ms,warm_3_ms,warm_4_ms,warm_5_ms
sum-i64,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,1.83153,71252,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.67677,1.68738,1.6731,1.68314,1.67283,1.67677
sum-i64,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,2.94683,161464,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.72383,1.81282,1.72844,1.72383,1.72122,1.5016
sum-i64,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,2.85765,161824,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,1.71561,1.70875,1.71561,1.71823,1.73586,1.3496
sum-i64,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,2.93811,370924,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,0.713338,1.3803,0.799027,0.650956,0.713338,0.688128
sum-i64,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,2.98288,370508,67815070ec5e825828d32b5e6b3a37db6aa89f046b6f7390a537494ae110c572,0.724268,1.41633,0.764672,0.668993,0.724268,0.696158
count,1,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,1.87158,71024,67457a1d5b29926989e3244d85a4cf3b2f8a21363195d6a2759f4bbe298cb663,1.68246,1.68846,1.68989,1.67067,1.67903,1.68246
count,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,1.87066,70948,67457a1d5b29926989e3244d85a4cf3b2f8a21363195d6a2759f4bbe298cb663,1.66649,1.72081,1.66649,1.6628,1.67025,1.66401
count,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,1.23593,142900,67457a1d5b29926989e3244d85a4cf3b2f8a21363195d6a2759f4bbe298cb663,1.09761,1.10546,1.11481,1.09761,0.989354,1.06338
count,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,1.47122,143200,67457a1d5b29926989e3244d85a4cf3b2f8a21363195d6a2759f4bbe298cb663,1.3881,1.4597,1.34773,1.3881,1.49064,1.3317
count,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,0.748798,348652,67457a1d5b29926989e3244d85a4cf3b2f8a21363195d6a2759f4bbe298cb663,0.599537,0.601315,0.593439,0.588514,0.599537,0.614309
count,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,0.732917,348180,67457a1d5b29926989e3244d85a4cf3b2f8a21363195d6a2759f4bbe298cb663,0.573866,0.577893,0.577649,0.553719,0.503497,0.573866
statistics,1,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,6.10103,85188,ce92f3f44a9c9c78cd8ca1d9813b099e3f33f0d5ed37dd9f3bccd3bbe9164741,4.84671,5.67928,4.84671,4.86314,4.70893,4.63656
statistics,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,6.13461,85476,ce92f3f44a9c9c78cd8ca1d9813b099e3f33f0d5ed37dd9f3bccd3bbe9164741,4.66411,5.02251,4.76536,4.66411,4.65116,4.65509
statistics,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,3.85259,169548,ce92f3f44a9c9c78cd8ca1d9813b099e3f33f0d5ed37dd9f3bccd3bbe9164741,2.58888,2.60694,2.4947,2.58653,2.58888,2.82071
statistics,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,3.92909,170120,ce92f3f44a9c9c78cd8ca1d9813b099e3f33f0d5ed37dd9f3bccd3bbe9164741,2.41979,2.32547,2.68465,2.58336,2.41979,2.20217
statistics,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,4.67399,374808,ce92f3f44a9c9c78cd8ca1d9813b099e3f33f0d5ed37dd9f3bccd3bbe9164741,1.3233,1.88171,1.3233,1.35482,1.25885,1.28323
statistics,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,4.12224,374872,ce92f3f44a9c9c78cd8ca1d9813b099e3f33f0d5ed37dd9f3bccd3bbe9164741,1.30423,1.88206,1.28221,1.34454,1.30423,1.29045
binary,1,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,15.0889,116312,a07c1dabc08383bc311d6241d6f8f29ca0845609ef637c571d284a88105dca45,12.4528,12.4064,12.6507,12.3989,12.4528,13.1193
binary,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,14.9873,116368,a07c1dabc08383bc311d6241d6f8f29ca0845609ef637c571d284a88105dca45,12.86,12.86,12.8769,12.5127,12.8621,12.5873
binary,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,4.60469,186888,a07c1dabc08383bc311d6241d6f8f29ca0845609ef637c571d284a88105dca45,3.2148,3.56369,3.25083,3.2148,3.18521,3.18875
binary,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,6.75521,186464,a07c1dabc08383bc311d6241d6f8f29ca0845609ef637c571d284a88105dca45,3.34102,4.71323,3.18594,2.77891,3.34102,3.78152
binary,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,5.71288,391352,a07c1dabc08383bc311d6241d6f8f29ca0845609ef637c571d284a88105dca45,2.43092,3.05584,2.3653,2.3339,2.43092,2.60675
binary,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,7.85846,391700,a07c1dabc08383bc311d6241d6f8f29ca0845609ef637c571d284a88105dca45,5.49806,5.69647,5.60858,5.49806,4.35673,5.16196
composite,1,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,458752,15.1398,137388,89e28455f2fc78110cb132870bf7c66b4c81609c003a643a742f2a50c43ee976,11.2643,12.0878,11.1916,11.6464,11.1477,11.2643
composite,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,458752,21.8541,137128,89e28455f2fc78110cb132870bf7c66b4c81609c003a643a742f2a50c43ee976,17.7249,17.9455,18.0139,17.7249,17.5243,17.413
composite,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,458752,7.28061,202640,89e28455f2fc78110cb132870bf7c66b4c81609c003a643a742f2a50c43ee976,4.84998,5.61486,5.50083,4.84998,4.69405,4.4597
composite,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,458752,7.68335,202604,89e28455f2fc78110cb132870bf7c66b4c81609c003a643a742f2a50c43ee976,4.45247,5.40654,4.57821,4.45247,4.15639,3.86593
composite,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,458752,8.67093,407868,89e28455f2fc78110cb132870bf7c66b4c81609c003a643a742f2a50c43ee976,2.25607,4.12867,2.25607,1.93717,1.94822,2.42756
composite,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,458752,8.6468,407984,89e28455f2fc78110cb132870bf7c66b4c81609c003a643a742f2a50c43ee976,1.99139,4.07144,2.25547,1.98421,1.99139,1.97732
selected,1,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,4.02929,71252,8522e3c9de155d55f5248f18156623a96083744742ecf5754c6432bd416e0da2,3.62671,3.62671,3.61029,3.73111,3.86989,3.50206
selected,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,3.93776,71036,8522e3c9de155d55f5248f18156623a96083744742ecf5754c6432bd416e0da2,3.49299,3.69986,3.57178,3.46557,3.49299,3.38035
selected,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,1.37205,153428,8522e3c9de155d55f5248f18156623a96083744742ecf5754c6432bd416e0da2,1.14126,1.23533,1.10501,1.0721,1.15209,1.14126
selected,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,1.40048,153208,8522e3c9de155d55f5248f18156623a96083744742ecf5754c6432bd416e0da2,1.08854,1.13344,1.10426,1.07618,1.08423,1.08854
selected,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,65536,1.36517,358884,8522e3c9de155d55f5248f18156623a96083744742ecf5754c6432bd416e0da2,0.96265,0.982459,0.990654,0.96265,0.873074,0.878193
selected,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,65536,1.35175,358884,8522e3c9de155d55f5248f18156623a96083744742ecf5754c6432bd416e0da2,0.871609,1.00052,0.873026,0.870383,0.871609,0.868258
clustered,1,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,125000,1.90334,71536,9226fbbc34dc78a0eb0d9731b6075244eb0d8c9daf05af27419f638bf9d95c9c,1.64408,1.74952,1.64612,1.64408,1.63707,1.59937
clustered,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,125000,1.79807,71292,9226fbbc34dc78a0eb0d9731b6075244eb0d8c9daf05af27419f638bf9d95c9c,1.59224,1.67652,1.59224,1.59394,1.58784,1.58416
clustered,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,125000,2.7436,163536,9226fbbc34dc78a0eb0d9731b6075244eb0d8c9daf05af27419f638bf9d95c9c,1.32793,1.32793,1.38547,1.36762,1.15458,1.27843
clustered,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,125000,2.58137,163628,9226fbbc34dc78a0eb0d9731b6075244eb0d8c9daf05af27419f638bf9d95c9c,1.09832,1.29729,1.38049,0.973292,0.963873,1.09832
clustered,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,125000,2.88501,368400,9226fbbc34dc78a0eb0d9731b6075244eb0d8c9daf05af27419f638bf9d95c9c,0.68483,0.923784,0.7261,0.676285,0.624032,0.68483
clustered,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,125000,3.33202,369036,9226fbbc34dc78a0eb0d9731b6075244eb0d8c9daf05af27419f638bf9d95c9c,0.73048,0.897862,0.775478,0.73048,0.676375,0.560138
symbol-key,1,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,4,1.31118,87848,f4f0cd4a2b69b2ea50a501980d32272f8f90ca85d2e6c4191191f90689bb19db,1.08469,1.24337,1.12177,1.07342,1.08469,1.06846
symbol-key,1,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,4,1.28222,87628,f4f0cd4a2b69b2ea50a501980d32272f8f90ca85d2e6c4191191f90689bb19db,1.04942,1.21433,1.10352,1.04942,1.04094,1.03854
symbol-key,8,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,4,0.370056,159456,f4f0cd4a2b69b2ea50a501980d32272f8f90ca85d2e6c4191191f90689bb19db,0.232323,0.243544,0.218495,0.232323,0.232928,0.224379
symbol-key,8,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,4,0.379759,159456,f4f0cd4a2b69b2ea50a501980d32272f8f90ca85d2e6c4191191f90689bb19db,0.262759,0.271263,0.264593,0.250703,0.262759,0.245388
symbol-key,default,baseline,1003a83830e8b12ae1cb86bdec98af3d649ae54404b59a1466ec31548b149353,3,1000000,4,0.583727,365020,f4f0cd4a2b69b2ea50a501980d32272f8f90ca85d2e6c4191191f90689bb19db,0.23216,0.333511,0.263869,0.23216,0.221192,0.203686
symbol-key,default,current,ab1f19e100f89164af1ef511fe6390cf3e634114a1fb0c5df9bd039c578e343b,3,1000000,4,0.588633,365028,f4f0cd4a2b69b2ea50a501980d32272f8f90ca85d2e6c4191191f90689bb19db,0.26386,0.341258,0.332693,0.26386,0.227276,0.231342
